candidate_id,target_topic,target_topic_slug,candidate_topic,candidate_topic_norm,candidate_topic_type,candidate_source,member_count,source_paper_count,member_candidate_ids,member_topics,source_paper_ids,source_years,missing_source_paper_ids,n_2019,N_2019,N_total_2019,N_survey_excluded_2019,f_2019,topic_f_2019,topic_n_2019,source_paper_ids_2019,n_2020,N_2020,N_total_2020,N_survey_excluded_2020,f_2020,topic_f_2020,topic_n_2020,source_paper_ids_2020,n_2021,N_2021,N_total_2021,N_survey_excluded_2021,f_2021,topic_f_2021,topic_n_2021,source_paper_ids_2021,n_2022,N_2022,N_total_2022,N_survey_excluded_2022,f_2022,topic_f_2022,topic_n_2022,source_paper_ids_2022,n_2023,N_2023,N_total_2023,N_survey_excluded_2023,f_2023,topic_f_2023,topic_n_2023,source_paper_ids_2023,ref_n_2024,ref_N_2024,ref_f_2024,solution_raw_score,solution_onset,solution_slope,solution_intercept,solution_r2,solution_growth,solution_positive_share,solution_end_strength,solution_pre_peak,solution_pre_onset_penalty,solution_fit_score,score,early_topic_peak,onset_to_2023_peak,gate2_strict_2024_validation_peak,gate1_strict_score_positive,gate1_score_positive,gate2_2024_validation_peak,gate3_solution_no_skipped_decline,gate3_solution_skipped_sparse_steps,gate3_solution_failed_steps,gate3_strict_solution_smooth_growth,gate3_solution_strict_smooth_growth,gate3_solution_smooth_growth,gate4_strict_pre_onset_not_too_high,gate4_pre_onset_not_too_high,validation_lift_2024_vs_2023,validation_lift_2024_vs_peak,early_support_n,early_active_years,core_min_ref_n,gate1_core_2024_validation,gate2_core_early_evidence,gate3_core_pre_onset_not_too_high,gate1_selected,gate2_selected,gate3_selected,gate_path,gate_mode,passed_all_gates
b097472cddd720a14cbf58f0d701d6e6,explainable AI,explainable-ai,multimodal explainable AI,multimodal explainable ai,solution-space,cluster,14,23,"[""27955f806f6f4bf4373af4721b19674f"", ""079662f50f2c03c92900b941a34f3cde"", ""284abd76b624b9cdd2f4da97de08c395"", ""626e1c15c840cb7e56e71d690374daac"", ""0826365667d162255b1f659a11177d52"", ""67aeb801c8f833fdaae97b041418df61"", ""c04c09bd1a576237fb1653257c62fc0b"", ""94e7a66bad4ec3837b686643fe649f5d"", ""c257d2cdf4ee2ad51e90cf960d593b99"", ""63f69dbda5379224b20dafd947b9ce66"", ""f78a9694b54b155915106c22d47720cc"", ""471d9f1f77aacb569ea55c635a5f894f"", ""123ec772ed8ce7fd2cb14c8b4255e624"", ""66ba46635a1876b08a38977389b7ac03""]","[""explainable multimodal AI"", ""multi-method explainability"", ""multi-method explainability frameworks"", ""multimodal AI explainability"", ""multimodal AI explanations"", ""multimodal data fusion for explainable AI"", ""multimodal explainability"", ""multimodal explainability methods"", ""multimodal explainable AI"", ""multimodal explainable AI interfaces"", ""multimodal explainable learning"", ""multimodal explainable models"", ""multimodal model explainability"", ""multimodal model interpretability""]","[""0efd6a55ddee15b26b7bb10a1ff0ce971e50efdb"", ""0f6ca19c1c69ba99f457241b8860087be9a7903b"", ""0fbef8887d5661fbbb52162ee39333929dfb743b"", ""2810d72ad217798f4a9362ffeb2a9e68901f7568"", ""31bd6b2d2591910ee1c3a3dca9cd69e13683e4b8"", ""349c605516b390cba13e10ab1366a4920a0b7bab"", ""371e7bfa2184f23e372b46ae8c12c048069ab69a"", ""43697482bf65b98506f77d80ef35676470d52925"", ""55aaee7c98a3516a45ada08be603ec396b997573"", ""5c0134b380ad45099dca4137c6c6a1475c86de95"", ""64b056b5dc727f7c2342cdda33ae40d846b80d08"", ""6bda005a727969356a012e177cd600e7fdf80c96"", ""7133d34e95af9122ece7614031a1c2875473c12c"", ""750dc68ffb567d79f4d61a99aa347cc0343e65c0"", ""96c16e885f7c8ff4b090bd1f5f2553dd970de66d"", ""a11d5f4d53dac9e2dc0df4c558c089d84f65a380"", ""a41e9428e8161a857075c966f279015afe84d2c5"", ""b17248ad99cdabd63e0d9cac5d82b2b3ec2b84ed"", ""c3506ae0ae1febde6131552699b73f835e91c9af"", ""c3c905f5ec787a00e661d10ae86a6b55bb5303ea"", ""e5f4848ba5104a028b31f2fa2559ee3166c38440"", ""ec4f35102e71f23b467193652eb63841c9b278f9"", ""fcb2afd8744a37b45b35aac1cef16d4e1178f6e2""]","[2019, 2020, 2021, 2022, 2023]",[],1,815,824,9,0.001226993865030675,0.001226993865030675,1,"[""0fbef8887d5661fbbb52162ee39333929dfb743b""]",2,1402,1433,31,0.0014265335235378032,0.0014265335235378032,2,"[""43697482bf65b98506f77d80ef35676470d52925"", ""64b056b5dc727f7c2342cdda33ae40d846b80d08""]",5,2343,2385,42,0.002134016218523261,0.002134016218523261,5,"[""2810d72ad217798f4a9362ffeb2a9e68901f7568"", ""6bda005a727969356a012e177cd600e7fdf80c96"", ""7133d34e95af9122ece7614031a1c2875473c12c"", ""750dc68ffb567d79f4d61a99aa347cc0343e65c0"", ""e5f4848ba5104a028b31f2fa2559ee3166c38440""]",4,2412,2448,36,0.001658374792703151,0.001658374792703151,4,"[""0f6ca19c1c69ba99f457241b8860087be9a7903b"", ""5c0134b380ad45099dca4137c6c6a1475c86de95"", ""c3506ae0ae1febde6131552699b73f835e91c9af"", ""c3c905f5ec787a00e661d10ae86a6b55bb5303ea""]",11,4322,4406,84,0.0025451180009254974,0.0025451180009254974,11,"[""0efd6a55ddee15b26b7bb10a1ff0ce971e50efdb"", ""31bd6b2d2591910ee1c3a3dca9cd69e13683e4b8"", ""349c605516b390cba13e10ab1366a4920a0b7bab"", ""371e7bfa2184f23e372b46ae8c12c048069ab69a"", ""55aaee7c98a3516a45ada08be603ec396b997573"", ""96c16e885f7c8ff4b090bd1f5f2553dd970de66d"", ""a11d5f4d53dac9e2dc0df4c558c089d84f65a380"", ""a41e9428e8161a857075c966f279015afe84d2c5"", ""b17248ad99cdabd63e0d9cac5d82b2b3ec2b84ed"", ""ec4f35102e71f23b467193652eb63841c9b278f9"", ""fcb2afd8744a37b45b35aac1cef16d4e1178f6e2""]",29,7235,0.0040082930200414655,0.2220314853511452,2019,0.16098103873100247,-6.678150274334858,0.7403223676492661,2.0742711698787493,0.75,1.0,0.0,1.0,0.10724814197596445,0.10724814197596445,0.0025451180009254974,0.0025451180009254974,True,True,True,True,False,,2021->2022,False,False,False,True,True,1.5748947666017468,1.5748947666017468,23,5,5,True,True,True,True,True,True,core_validated,core,True
57b00dc94e45633332b705a99c630355,explainable AI,explainable-ai,concept-based explanations,concept-based explanations,solution-space,cluster,4,22,"[""654633f63ba3e1d28afcf9256b8e26ca"", ""233948397a5888b52249c049ba0c6b50"", ""ac8d22ad2168ff4ae39eab26e378ba23"", ""907e0a6d4323928a1165eb17541993d4""]","[""concept-based explanation methods"", ""concept-based explanations"", ""concept-based model explanations"", ""Concept-based explanations for reinforcement learning""]","[""001deace2f4b3db4ee6ed0f99873f1bfe852c118"", ""024087f125814fa70c6411fba9a4caff75878983"", ""026852622c049196d120eb3e6858a5e975a0e8e2"", ""08bce3a9510a02cf0060a1c653697df280f13570"", ""365c7b98bbeed9693d6b5d7bdf935f3a578b7b8c"", ""4f9e122682617710546ce5beaba02778c098bbc3"", ""6044a72c240f6eda2fbf55d19fe3e945db648b42"", ""64c6e9137c66ba269e3b155154d9bab7f3e526e5"", ""6dda67dcab79f570043b57bffb8fc400aa3ca103"", ""71ddb28a68622dc4def2c6db5005d38a94e7de3c"", ""7201377df1b1bcfa9f4f57d797f561842e848c9f"", ""76378e1d3694836503b1fd377c882e43b92f85ec"", ""9b14a03d7da265b0ddcd653f4b0d92389f9bff1a"", ""a1d971d5befde68a458cfdde95d3bb9d7e435b89"", ""a2e88771d10f8bf4d8f4947cc36dc328c2214534"", ""bcca120e87e634ae845e60a0ebca84755b1f1362"", ""c2fbc8ad4e2403c795529c2606e4686f5a571215"", ""c55640f9e7812d2bbf3e99bd5d1c15e4232cb244"", ""cd44bc802e742dff5c94e0004535cabdf84a397a"", ""d37ad10c632255e3c3018397e7deaa97edb681cf"", ""d96862e458f36dfb6e24aa93d751a105d633b3f5"", ""e695a6a6d8a677f528add0118effc7736da35709""]","[2020, 2021, 2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],1,1402,1433,31,0.0007132667617689016,0.0007132667617689016,1,"[""a1d971d5befde68a458cfdde95d3bb9d7e435b89""]",4,2343,2385,42,0.0017072129748186087,0.0017072129748186087,4,"[""365c7b98bbeed9693d6b5d7bdf935f3a578b7b8c"", ""6dda67dcab79f570043b57bffb8fc400aa3ca103"", ""bcca120e87e634ae845e60a0ebca84755b1f1362"", ""cd44bc802e742dff5c94e0004535cabdf84a397a""]",7,2412,2448,36,0.002902155887230514,0.002902155887230514,7,"[""026852622c049196d120eb3e6858a5e975a0e8e2"", ""4f9e122682617710546ce5beaba02778c098bbc3"", ""64c6e9137c66ba269e3b155154d9bab7f3e526e5"", ""7201377df1b1bcfa9f4f57d797f561842e848c9f"", ""a2e88771d10f8bf4d8f4947cc36dc328c2214534"", ""c2fbc8ad4e2403c795529c2606e4686f5a571215"", ""d96862e458f36dfb6e24aa93d751a105d633b3f5""]",9,4322,4406,84,0.0020823692734844978,0.0020823692734844978,9,"[""024087f125814fa70c6411fba9a4caff75878983"", ""08bce3a9510a02cf0060a1c653697df280f13570"", ""6044a72c240f6eda2fbf55d19fe3e945db648b42"", ""71ddb28a68622dc4def2c6db5005d38a94e7de3c"", ""76378e1d3694836503b1fd377c882e43b92f85ec"", ""9b14a03d7da265b0ddcd653f4b0d92389f9bff1a"", ""c55640f9e7812d2bbf3e99bd5d1c15e4232cb244"", ""d37ad10c632255e3c3018397e7deaa97edb681cf"", ""e695a6a6d8a677f528add0118effc7736da35709""]",41,7235,0.0056668970283344855,0.10132407587688398,2020,0.3744809989181415,-6.97049612605028,0.6507166572329806,2.9194817187341524,0.6666666666666666,0.7175249554751341,0.0,1.0,0.0489426932312841,0.0489426932312841,0.002902155887230514,0.002902155887230514,True,True,True,True,False,,2022->2023,False,False,False,True,True,2.721369884051294,1.9526508046203972,21,4,5,True,True,True,True,True,True,core_validated,core,True
869e283605dce3d27225c59bd8a23c58,explainable AI,explainable-ai,perturbation-based explanation evaluation,perturbation-based explanation evaluation,solution-space,cluster,3,7,"[""a7198e0810a16ee9d24fa8137b86fbe2"", ""51d079b722407090b5be71e9672b8257"", ""59bcdbd7491615c89227248459789184""]","[""perturbation-based explanation evaluation"", ""perturbation-based explanation methods"", ""perturbation-based explanations""]","[""140d4dc15cf3bd2f6d1cddd1638714fc02fb1e6f"", ""143018732a5fc27ff4b0b0eb9cca310f20c1b15a"", ""33647aaafb87312f192999efb309047d72a8f833"", ""7b51650f40a32dd21016f705aa514b6893cf6873"", ""902de1240956e37cd4c8a1b86c1917635ebc07cb"", ""9229db9d0099dad72a42d30522515bffaf195f66"", ""951fb0bee38a02916ccc624eec7174fd0a6221f0""]","[2021, 2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],0,2343,2385,42,0.0,0.0,0,[],2,2412,2448,36,0.0008291873963515755,0.0008291873963515755,2,"[""902de1240956e37cd4c8a1b86c1917635ebc07cb"", ""9229db9d0099dad72a42d30522515bffaf195f66""]",4,4322,4406,84,0.0009254974548819991,0.0009254974548819991,4,"[""140d4dc15cf3bd2f6d1cddd1638714fc02fb1e6f"", ""143018732a5fc27ff4b0b0eb9cca310f20c1b15a"", ""33647aaafb87312f192999efb309047d72a8f833"", ""7b51650f40a32dd21016f705aa514b6893cf6873""]",14,7235,0.0019350380096751902,0.04883786720652895,2022,0.10988520121469035,-7.095064376081129,1.0,1.1161499304476141,1.0,1.0,0.0,1.0,0.02359021517910185,0.02359021517910185,0.0009254974548819991,0.0009254974548819991,True,True,True,True,True,,,True,True,True,True,True,2.090808569454043,2.090808569454043,6,2,5,True,True,True,True,True,True,core_validated,core,True
63aa197b0562b45fac60a6c7a13a9a9e,explainable AI,explainable-ai,explanation method benchmarking,explanation method benchmarking,solution-space,cluster,2,4,"[""bf741afa61d9488265769296b0f1a4e0"", ""594bc59e787a4d65615407eaa1b3c1b7""]","[""benchmarking explanation methods"", ""explanation method benchmarking""]","[""64fc00dd379c1cd176c001794308459b92bb2490"", ""93a55b04045ff7fff78de473f5ff52cbcfb9a948"", ""a74bbe24318dd0970ff2df91285697ef86bc4ba4"", ""e4fb7f5848008b257bca6cf221b41c03916add98""]","[2021, 2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],0,2343,2385,42,0.0,0.0,0,[],1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""64fc00dd379c1cd176c001794308459b92bb2490""]",2,4322,4406,84,0.00046274872744099955,0.00046274872744099955,2,"[""a74bbe24318dd0970ff2df91285697ef86bc4ba4"", ""e4fb7f5848008b257bca6cf221b41c03916add98""]",23,7235,0.003178991015894955,0.04883786715075116,2022,0.10988520108919166,-7.788211555435074,1.0,1.1161499303075373,1.0,1.0,0.0,1.0,0.023590215152159436,0.023590215152159436,0.00046274872744099955,0.00046274872744099955,True,True,True,True,True,,,True,True,True,True,True,6.869799585348997,6.869799585348997,3,2,5,True,True,True,True,True,True,core_validated,core,True
448c8ec1f328e20f566d4640b496fc46,explainable AI,explainable-ai,explanation quality assessment,explanation quality assessment,solution-space,cluster,5,20,"[""5a667713de90dbcaa2d8c353f238ed52"", ""41b59108899f255a7cfd53bc4b3ba6ef"", ""220dc54a3a2ae9b4a9d994150004b2fe"", ""1cc966c62385b65abfc77f13e8bf6d59"", ""a7e1fe263535d138b218641579296d2a""]","[""explanation quality assessment"", ""explanation quality criteria"", ""explanation quality evaluation"", ""explanation quality metrics"", ""human evaluation of explanation quality""]","[""131370f09344ecc3109712d134e7dfe358390635"", ""27b53300b9dbf7485c5d0d4bd762301ed82ff21f"", ""27ff41183ca25017d9c116ca1791ab9672a665f0"", ""3038e62388ba4961595ec0062948b31eef251e5d"", ""38f28dc2b584b4e6485f6b4ea3c2a74d9579bba7"", ""63799b4afe28796b0c535b0c2ef60cac9e84cc99"", ""64ea0e76383229ca95dcda07d4044406891a1634"", ""6dc07f8541ae83b7c2c00a0819c2907fa0f0e737"", ""81c5b65a8dc41876b1bd710b84d5f8e317fbd5be"", ""9132bec4065348584e0fc3ea944ca4c217868030"", ""967ae25c457d4b7069916b17b46e1f800a3bd662"", ""9eae9d0c46f0fcf99e4f2bda1cb2fda6017744d3"", ""9f3c7620cdad7705c7d20188bcdf5c8346a6c988"", ""a06d8d6b61906270a7d270863e47e4fc13073e1f"", ""b0717a27be5cb829802b580d852865994fe11822"", ""b8dd3a023b6f3e3bb862d172d84c3f29d3f840d1"", ""c65867e127e39f03eda29ca5d82c298fad29d0b3"", ""cc738369a3b567881acd3e9d0964642033736d5b"", ""d81ed7da876976a108872a671ad7666751736a96"", ""ef9defac02691b2298284d24f206a9484410c13f""]","[2020, 2021, 2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],2,1402,1433,31,0.0014265335235378032,0.0014265335235378032,2,"[""38f28dc2b584b4e6485f6b4ea3c2a74d9579bba7"", ""967ae25c457d4b7069916b17b46e1f800a3bd662""]",3,2343,2385,42,0.0012804097311139564,0.0012804097311139564,3,"[""81c5b65a8dc41876b1bd710b84d5f8e317fbd5be"", ""9f3c7620cdad7705c7d20188bcdf5c8346a6c988"", ""ef9defac02691b2298284d24f206a9484410c13f""]",6,2412,2448,36,0.0024875621890547263,0.0024875621890547263,6,"[""131370f09344ecc3109712d134e7dfe358390635"", ""27b53300b9dbf7485c5d0d4bd762301ed82ff21f"", ""27ff41183ca25017d9c116ca1791ab9672a665f0"", ""b0717a27be5cb829802b580d852865994fe11822"", ""cc738369a3b567881acd3e9d0964642033736d5b"", ""d81ed7da876976a108872a671ad7666751736a96""]",8,4322,4406,84,0.0018509949097639982,0.0018509949097639982,8,"[""3038e62388ba4961595ec0062948b31eef251e5d"", ""63799b4afe28796b0c535b0c2ef60cac9e84cc99"", ""64ea0e76383229ca95dcda07d4044406891a1634"", ""9132bec4065348584e0fc3ea944ca4c217868030"", ""9eae9d0c46f0fcf99e4f2bda1cb2fda6017744d3"", ""a06d8d6b61906270a7d270863e47e4fc13073e1f"", ""b8dd3a023b6f3e3bb862d172d84c3f29d3f840d1"", ""c65867e127e39f03eda29ca5d82c298fad29d0b3""]",46,7235,0.00635798203178991,0.009951586397249176,2019,4.323403404028017,-19.273324454932947,0.5167701365234667,1.2975474315359818,0.5,0.7440999538279991,0.0,1.0,0.004806927040686716,0.004806927040686716,0.0024875621890547263,0.0024875621890547263,True,True,True,True,False,,2022->2023,False,False,False,True,True,3.4348997926744986,2.555908776779544,19,4,5,True,True,True,True,True,True,core_validated,core,True
438179ab46c8a4d59504c5fcbad2aa95,explainable AI,explainable-ai,local explanations,local explanations,solution-space,cluster,2,4,"[""1204194450a120584d3bc29b48ea81fa"", ""d3941fb3b2aa98edbd4119ed8f071834""]","[""local explanations"", ""local explanations for risk prediction""]","[""05e5e603a529247c1a9fad7531ac080428c317a1"", ""360a8b00ec27cbca0629d8be640254e609025cf7"", ""52ff647be667749c4b7dec07486fa328b54fa595"", ""5cc4100a67fd6f2ce3c760655ba7a12f358c7950""]","[2019, 2020, 2021, 2022]",[],1,815,824,9,0.001226993865030675,0.001226993865030675,1,"[""52ff647be667749c4b7dec07486fa328b54fa595""]",1,1402,1433,31,0.0007132667617689016,0.0007132667617689016,1,"[""5cc4100a67fd6f2ce3c760655ba7a12f358c7950""]",1,2343,2385,42,0.0004268032437046522,0.0004268032437046522,1,"[""360a8b00ec27cbca0629d8be640254e609025cf7""]",1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""05e5e603a529247c1a9fad7531ac080428c317a1""]",0,4322,4406,84,0.0,0.0,0,[],15,7235,0.002073255010366275,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001226993865030675,0.001226993865030675,True,False,False,True,False,2019->2020;2020->2021;2022->2023,,True,False,True,True,True,inf,1.689702833448514,4,4,5,True,True,True,True,True,True,core_validated,core,True
e992504adf1514dcc695fd41ee8b286f,explainable AI,explainable-ai,local rule-based explanations,local rule-based explanations,solution-space,cluster,3,4,"[""e955acb781157668b92ba96dcf4e5fb0"", ""758d42b200cf25c557fca5d7f3e15f1b"", ""a07a98b61e7f89cd31f2d5e450637b6e""]","[""local rule-based explanations"", ""rule-based local explanation"", ""rule-based local surrogate explanations""]","[""27c20bda9cd231bc45dc161b8bd194024a453e95"", ""3a1c33f9d2a0288b328c34fb9ff038c4c88e64a8"", ""3cb45006fc7c480e0cdf86c75bc802b51d13e657"", ""820122d91766a651be09d50cab1dcce8227a5474""]","[2019, 2021, 2022, 2023]",[],1,815,824,9,0.001226993865030675,0.001226993865030675,1,"[""820122d91766a651be09d50cab1dcce8227a5474""]",0,1402,1433,31,0.0,0.0,0,[],1,2343,2385,42,0.0004268032437046522,0.0004268032437046522,1,"[""3a1c33f9d2a0288b328c34fb9ff038c4c88e64a8""]",1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""27c20bda9cd231bc45dc161b8bd194024a453e95""]",1,4322,4406,84,0.00023137436372049977,0.00023137436372049977,1,"[""3cb45006fc7c480e0cdf86c75bc802b51d13e657""]",18,7235,0.00248790601243953,0.0,2019,1.6506238719855522,-14.95186409451092,0.08496602341342419,0.18857010709352268,0.25,0.18857010709352268,0.0,1.0,0.0,0.0,0.001226993865030675,0.001226993865030675,True,False,False,True,False,2019->2020;2022->2023,,True,False,True,True,True,10.752729785763648,2.027643400138217,4,4,5,True,True,True,True,True,True,core_validated,core,True
a10c12d9f77c034c7c36434d8b1642ae,explainable AI,explainable-ai,lifecycle-integrated explainable AI,lifecycle-integrated explainable ai,solution-space,cluster,2,2,"[""8db8f865d3e02f4f6bff2e762d35b3e1"", ""81dd7b7262201ea3ba724e8c0fb6180b""]","[""lifecycle-aware explainable AI design"", ""lifecycle-integrated explainable AI""]","[""6648728ea8257eec4740f9602d18e75329779201"", ""cdde7982a1dddb05a630a8294f5db5bafb830655""]","[2021, 2022]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],1,2343,2385,42,0.0004268032437046522,0.0004268032437046522,1,"[""6648728ea8257eec4740f9602d18e75329779201""]",1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""cdde7982a1dddb05a630a8294f5db5bafb830655""]",0,4322,4406,84,0.0,0.0,0,[],11,7235,0.0015203870076019351,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0004268032437046522,0.0004268032437046522,True,False,False,True,False,2022->2023,,True,False,True,True,True,inf,3.562266758811334,2,2,5,True,True,True,True,True,True,core_validated,core,True
efe1427949cffa466dbac18217f32763,explainable AI,explainable-ai,industrial explainable AI,industrial explainable ai,solution-space,cluster,1,2,"[""faa4bb55676f5c70ef716a626d129ce7""]","[""industrial explainable AI""]","[""5c9566d46ccb1ab640df3df4406ee4c05230337e"", ""8035d2f5234439101683be521624530bab06fe92""]","[2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],0,2343,2385,42,0.0,0.0,0,[],1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""5c9566d46ccb1ab640df3df4406ee4c05230337e""]",1,4322,4406,84,0.00023137436372049977,0.00023137436372049977,1,"[""8035d2f5234439101683be521624530bab06fe92""]",5,7235,0.000691085003455425,0.0,2019,5.836190472686088,-31.482930632565274,0.7422851392080545,0.5580749663597686,0.25,0.5580749663597686,0.0,1.0,0.0,0.0,0.00041459369817578774,0.00041459369817578774,True,False,False,True,False,2022->2023,,True,False,True,True,True,2.9868693849343466,1.666897028334485,2,2,5,True,True,True,True,True,True,core_validated,core,True
2acde2fd6a7ef2077a5f4f7831bc6289,explainable AI,explainable-ai,task-based XAI evaluation,task-based xai evaluation,solution-space,cluster,2,2,"[""6219efe46d580693ff8f60e9b9c24127"", ""8bd12c2c0f2ee0faaa74221e11646ca7""]","[""task-based evaluation of XAI systems"", ""task-based XAI evaluation""]","[""30ceaba12ed7959b3c4bfb1963c23853c3380260"", ""4244da5fc9b7e57ae7bb0c1b4c08c662af595a23""]","[2020, 2023]",[],0,815,824,9,0.0,0.0,0,[],1,1402,1433,31,0.0007132667617689016,0.0007132667617689016,1,"[""4244da5fc9b7e57ae7bb0c1b4c08c662af595a23""]",0,2343,2385,42,0.0,0.0,0,[],0,2412,2448,36,0.0,0.0,0,[],1,4322,4406,84,0.00023137436372049977,0.00023137436372049977,1,"[""30ceaba12ed7959b3c4bfb1963c23853c3380260""]",15,7235,0.002073255010366275,0.0,2019,1.8133729116631387,-23.328784212670875,0.06964576705882919,0.3243868588833503,0.5,0.3243868588833503,0.0,1.0,0.0,0.0,0.0007132667617689016,0.0007132667617689016,True,False,False,True,False,2020->2021,,True,False,True,True,True,8.96060815480304,2.9067035245335178,2,2,5,True,True,True,True,True,True,core_validated,core,True
