candidate_id,target_topic,target_topic_slug,candidate_topic,candidate_topic_norm,candidate_topic_type,candidate_source,member_count,source_paper_count,member_candidate_ids,member_topics,source_paper_ids,source_years,missing_source_paper_ids,n_2019,N_2019,N_total_2019,N_survey_excluded_2019,f_2019,topic_f_2019,topic_n_2019,source_paper_ids_2019,n_2020,N_2020,N_total_2020,N_survey_excluded_2020,f_2020,topic_f_2020,topic_n_2020,source_paper_ids_2020,n_2021,N_2021,N_total_2021,N_survey_excluded_2021,f_2021,topic_f_2021,topic_n_2021,source_paper_ids_2021,n_2022,N_2022,N_total_2022,N_survey_excluded_2022,f_2022,topic_f_2022,topic_n_2022,source_paper_ids_2022,n_2023,N_2023,N_total_2023,N_survey_excluded_2023,f_2023,topic_f_2023,topic_n_2023,source_paper_ids_2023,ref_n_2024,ref_N_2024,ref_f_2024,problem_raw_score,problem_onset,problem_slope,problem_intercept,problem_r2,problem_growth,problem_positive_share,problem_end_strength,problem_pre_peak,problem_pre_onset_penalty,problem_fit_score,score,early_topic_peak,onset_to_2023_peak,gate2_strict_2024_validation_peak,gate1_strict_score_positive,gate1_score_positive,gate2_2024_validation_peak,gate3_strict_problem_2023_retention,gate3_problem_2023_retention,gate4_strict_pre_onset_not_too_high,gate4_pre_onset_not_too_high,validation_lift_2024_vs_2023,validation_lift_2024_vs_peak,early_support_n,early_active_years,core_min_ref_n,gate1_core_2024_validation,gate2_core_early_evidence,gate3_core_pre_onset_not_too_high,gate1_selected,gate2_selected,gate3_selected,gate4_selected,gate_path,gate_mode,passed_all_gates
acefedd65a9221eb34831c8f658f1502,large language models,large-language-models,privacy leakage in NLP models,privacy leakage in nlp models,problem-space,cluster,7,7,"[""20a98cf08d971169da64c2470bb4b80d"", ""81e9a53d785300c6d69c304d1a88033c"", ""c7b70d45778df3c30987d77cb9dad2d9"", ""fd41d4d36b5d81253073e0793167f1f9"", ""b53b7514fa049492ae68e749fa2627ca"", ""d2c6b3fb20d9bd00d36ad216bf9602e0"", ""73fc6452fda6caf0464640ba5614d5fd""]","[""patient safety and privacy risks of large language models"", ""privacy and security risks in large language models"", ""privacy leakage in language models"", ""privacy leakage in large language model fine-tuning"", ""privacy leakage in large language model inference"", ""privacy leakage in NLP models"", ""privacy threats in large language models""]","[""025ca4c125d6ecabc816a56f160e5c992abc76d9"", ""056e2d7f1706b7e95af7ef10bb0c3719d81d35ed"", ""0893549771094fac547432cb4f84e9605c911a86"", ""15a782b48fd26f2ce63ab1259e647c3656ce43c7"", ""2448e6d430635038c0dfc1ac354b79e4ccc0001a"", ""647848e80edb4af537bc6cd7c81495efcfea08bc"", ""9cb5f39cc6b6645f18b922e312f8193f14d8359a""]","[2020, 2021, 2022, 2023]",[],0,2550,2567,17,0.0,0.0,0,[],1,3048,3075,27,0.00032808398950131233,0.00032808398950131233,1,"[""2448e6d430635038c0dfc1ac354b79e4ccc0001a""]",1,1721,1736,15,0.0005810575246949448,0.0005810575246949448,1,"[""647848e80edb4af537bc6cd7c81495efcfea08bc""]",1,964,970,6,0.001037344398340249,0.001037344398340249,1,"[""9cb5f39cc6b6645f18b922e312f8193f14d8359a""]",3,1665,1687,22,0.0018018018018018018,0.0018018018018018018,3,"[""025ca4c125d6ecabc816a56f160e5c992abc76d9"", ""0893549771094fac547432cb4f84e9605c911a86"", ""15a782b48fd26f2ce63ab1259e647c3656ce43c7""]",49,12559,0.003901584521060594,1.7029414936293648,2020,0.5689387902545323,-8.019148464153563,0.999902739288156,5.491891878200605,1.0,1.0,0.0,1.0,0.748906409091426,0.748906409091426,0.0018018018018018018,0.0018018018018018018,True,True,True,True,True,True,True,True,2.16537940918863,2.16537940918863,6,4,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
49eccaeec7db0753d1c11904eda778e1,large language models,large-language-models,long-context understanding in large language models,long-context understanding in large language models,problem-space,cluster,4,5,"[""a3f0d10975f55e840dcf57a785280ab9"", ""72d238fb1ce441c1eb732f233c060d6f"", ""956bd6af63fc9b2e88c7142db776f6d6"", ""251efa77ee5e4ee812220d11785b1bd2""]","[""long-context language modeling"", ""long-context modeling"", ""long-context processing in large language models"", ""long-context understanding in large language models""]","[""0484f05b6b3c11a9344cb623649ae867f172046f"", ""1266477120913d274346b044b4cc72ea893b1382"", ""29f051a4557972c27109510a81f55bb8fe30fcbc"", ""49edac2318d74e9e25033cf789fbd5628416713e"", ""980e55d9226cac302d0fae7732da4e67b8bc952c""]","[2020, 2021, 2022, 2023]",[],0,2550,2567,17,0.0,0.0,0,[],1,3048,3075,27,0.00032808398950131233,0.00032808398950131233,1,"[""49edac2318d74e9e25033cf789fbd5628416713e""]",1,1721,1736,15,0.0005810575246949448,0.0005810575246949448,1,"[""29f051a4557972c27109510a81f55bb8fe30fcbc""]",1,964,970,6,0.001037344398340249,0.001037344398340249,1,"[""980e55d9226cac302d0fae7732da4e67b8bc952c""]",2,1665,1687,22,0.0012012012012012011,0.0012012012012012011,2,"[""0484f05b6b3c11a9344cb623649ae867f172046f"", ""1266477120913d274346b044b4cc72ea893b1382""]",27,12559,0.0021498526952782866,1.166375854648187,2020,0.44729925790533304,-7.938055442587431,0.9480125535259759,3.661261253149737,1.0,1.0,0.0,1.0,0.5129397317660465,0.5129397317660465,0.0012012012012012011,0.0012012012012012011,True,True,True,True,True,True,True,True,1.7897523688191737,1.7897523688191737,5,4,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
8d3b1a7210b0762a1e07c852ec9853ee,large language models,large-language-models,LLM alignment with human feedback,llm alignment with human feedback,problem-space,cluster,5,5,"[""7e7ce362bf6b43e293de54523a157475"", ""3a71dfdaa39c9545fe6daa926465d737"", ""4852603be1dfdc3b1f95b25f0e24041b"", ""7b6932b8bb67679b12361cef7a3baebc"", ""3ac6260574dece07ccb09fe53d1755be""]","[""LLM alignment"", ""LLM human alignment"", ""LLM alignment with human feedback"", ""LLM alignment with human judgment"", ""LLM alignment with human preferences""]","[""07d54560e2819a2c44b607a837fc48e7412b4356"", ""0f9995ec08e95bea09d512c59e40d19f0f44d7bb"", ""182c7b40ff7560a5545764814338f55a2098e441"", ""19db2d61f20a6c439cc79f28ef4c9e4bf26cd20e"", ""63720fe64c51c95fd2f0e807c9adc2200a7a205a""]","[2022, 2023]",[],0,2550,2567,17,0.0,0.0,0,[],0,3048,3075,27,0.0,0.0,0,[],0,1721,1736,15,0.0,0.0,0,[],1,964,970,6,0.001037344398340249,0.001037344398340249,1,"[""63720fe64c51c95fd2f0e807c9adc2200a7a205a""]",4,1665,1687,22,0.0024024024024024023,0.0024024024024024023,4,"[""07d54560e2819a2c44b607a837fc48e7412b4356"", ""0f9995ec08e95bea09d512c59e40d19f0f44d7bb"", ""182c7b40ff7560a5545764814338f55a2098e441"", ""19db2d61f20a6c439cc79f28ef4c9e4bf26cd20e""]",47,12559,0.0037423361732622025,0.839805252768142,2022,0.8398052527681439,-6.871091293646544,1.0,2.315915914647373,1.0,1.0,0.0,1.0,0.3693230440032902,0.3693230440032902,0.0024024024024024023,0.0024024024024024023,True,True,True,True,True,True,True,True,1.557747432120392,1.557747432120392,5,2,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
334ed6c447a90a4186b6b2fb7352b3fd,large language models,large-language-models,machine-generated text detection,machine-generated text detection,problem-space,cluster,1,10,"[""16ba29b26c8b16a4701441a816048f9e""]","[""machine-generated text detection""]","[""01bcdf931e38f32f15562a178b7abd8233386ab1"", ""055f297674edaca790b485b0d94495bcf44503df"", ""1527d3b661154ff7310fa2759b6dd0ddfd559492"", ""1e66b2d2a56842f07e5d6bf4ac0dbe5da829d052"", ""49fc8eb2c3770b005b1b0d34febf14de838aa238"", ""4abf6019d30612e0058e6fa18bbf796bfdebbe95"", ""9146414fca384e73f11ccfd3db8ad6d2a1e8eda2"", ""9da9cab545bd1534a8c953bb66e611243dcee24d"", ""b1f1da96c5e60c921979942a74a11d3f19527d5f"", ""fc7bf698ece716dc03276d337c1b4b0f755aafca""]","[2019, 2020, 2021, 2022, 2023]",[],1,2550,2567,17,0.000392156862745098,0.000392156862745098,1,"[""9146414fca384e73f11ccfd3db8ad6d2a1e8eda2""]",3,3048,3075,27,0.000984251968503937,0.000984251968503937,3,"[""9da9cab545bd1534a8c953bb66e611243dcee24d"", ""b1f1da96c5e60c921979942a74a11d3f19527d5f"", ""fc7bf698ece716dc03276d337c1b4b0f755aafca""]",2,1721,1736,15,0.0011621150493898896,0.0011621150493898896,2,"[""49fc8eb2c3770b005b1b0d34febf14de838aa238"", ""4abf6019d30612e0058e6fa18bbf796bfdebbe95""]",1,964,970,6,0.001037344398340249,0.001037344398340249,1,"[""01bcdf931e38f32f15562a178b7abd8233386ab1""]",3,1665,1687,22,0.0018018018018018018,0.0018018018018018018,3,"[""055f297674edaca790b485b0d94495bcf44503df"", ""1527d3b661154ff7310fa2759b6dd0ddfd559492"", ""1e66b2d2a56842f07e5d6bf4ac0dbe5da829d052""]",36,12559,0.002866470260371049,0.6879565581025536,2019,0.31022983782979435,-7.563469732530381,0.7755895827202179,4.5945945854283785,0.75,1.0,0.0,1.0,0.30254420217422573,0.30254420217422573,0.0018018018018018018,0.0018018018018018018,True,True,True,True,True,True,True,True,1.590890994505932,1.590890994505932,10,5,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
d20228328f1d79714f5b1964f542e483,large language models,large-language-models,pre-trained language model compression,pre-trained language model compression,problem-space,cluster,4,13,"[""d1748f565c3806ffbe585817a083dfdc"", ""2983a8c3a7923115682878297c2d6a62"", ""0715b2fe7373dc508d1272a664f8e4ca"", ""bdd31501e86333a3f12635a7653ce59b""]","[""large language model compression"", ""pre-trained language model compression"", ""pre-trained Transformer model compression"", ""pretrained language model compression""]","[""017010b941d902a467f6d329ae5e74fd67e67912"", ""05d70085d1b580b2369942410ae77c48d1eeacca"", ""066529517e46417825624f1416e200d15a6e3b64"", ""0967134fb5c778d73003dabc9ccaa5841f09372b"", ""09beb3dfc544b0ceeb4311e2d3458716a02eb474"", ""1c332cfa211400fc6f56983fb01a6692046116dd"", ""1d227beafff01d8224b982309a69360da200cf1b"", ""4a6d72fbc824c6e48128786d0dd83ad6816850bd"", ""4b5e4948a572bd8d5045fdb532fa1391cb0b51eb"", ""80cf2a6af4200ecfca1c18fc89de16148f1cd4bf"", ""b60a16d2978b10ead102a6a6cd03dc940b1194cc"", ""c375e121926db9551f224ff235018ea38bb159b7"", ""c6c734e16f66fbfcefac7625cc64599e83292c1e""]","[2019, 2020, 2021, 2022, 2023]",[],1,2550,2567,17,0.000392156862745098,0.000392156862745098,1,"[""80cf2a6af4200ecfca1c18fc89de16148f1cd4bf""]",4,3048,3075,27,0.0013123359580052493,0.0013123359580052493,4,"[""1c332cfa211400fc6f56983fb01a6692046116dd"", ""b60a16d2978b10ead102a6a6cd03dc940b1194cc"", ""c375e121926db9551f224ff235018ea38bb159b7"", ""c6c734e16f66fbfcefac7625cc64599e83292c1e""]",3,1721,1736,15,0.0017431725740848344,0.0017431725740848344,3,"[""066529517e46417825624f1416e200d15a6e3b64"", ""4a6d72fbc824c6e48128786d0dd83ad6816850bd"", ""4b5e4948a572bd8d5045fdb532fa1391cb0b51eb""]",2,964,970,6,0.002074688796680498,0.002074688796680498,2,"[""05d70085d1b580b2369942410ae77c48d1eeacca"", ""09beb3dfc544b0ceeb4311e2d3458716a02eb474""]",3,1665,1687,22,0.0018018018018018018,0.0018018018018018018,3,"[""017010b941d902a467f6d329ae5e74fd67e67912"", ""0967134fb5c778d73003dabc9ccaa5841f09372b"", ""1d227beafff01d8224b982309a69360da200cf1b""]",61,12559,0.0048570746078509435,0.44154940129390585,2019,0.3507763486178119,-7.367303882087005,0.666751624170663,4.5945945854283785,0.75,0.8684684685318667,0.0,1.0,0.19418117286856038,0.19418117286856038,0.002074688796680498,0.002074688796680498,True,True,True,True,True,True,True,True,2.6956764073572734,2.341109960984155,13,5,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
f9221e2230a61f837df868749e998fbf,large language models,large-language-models,zero-shot task generalization,zero-shot task generalization,problem-space,cluster,2,3,"[""cefdcdb08765bf17792ce60944ba7c5f"", ""391482524dcc23a697e132b532f8c688""]","[""zero-shot task generalization"", ""zero-shot task generalization in web-scale speech models""]","[""083d95dd6c3f0cfac775ba7c8696e8523498ed48"", ""10e8dc07ea256c6a88d7043cf135417402ed38f4"", ""17dd3555fd1ccf1141cf984347fa1b3fd6b009ca""]","[2021, 2023]",[],0,2550,2567,17,0.0,0.0,0,[],0,3048,3075,27,0.0,0.0,0,[],1,1721,1736,15,0.0005810575246949448,0.0005810575246949448,1,"[""17dd3555fd1ccf1141cf984347fa1b3fd6b009ca""]",0,964,970,6,0.0,0.0,0,[],2,1665,1687,22,0.0012012012012012011,0.0012012012012012011,2,"[""083d95dd6c3f0cfac775ba7c8696e8523498ed48"", ""10e8dc07ea256c6a88d7043cf135417402ed38f4""]",78,12559,0.006210685564137272,0.04322999169281005,2019,4.181317578981288,-27.776266630622224,0.34504139958486124,2.0672672654305004,0.5,1.0,0.0,1.0,0.019011350633494416,0.019011350633494416,0.0012012012012012011,0.0012012012012012011,True,True,True,True,True,True,True,True,5.1703957321442795,5.1703957321442795,3,2,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
db543e2d563ac3ea21f4abec62f9547e,large language models,large-language-models,in-context learning mechanisms,in-context learning mechanisms,problem-space,cluster,2,3,"[""807c174f7c33eac35d7a4e515a139e88"", ""d9644d70f0657f1b1e147673ba1cc06b""]","[""in-context learning mechanisms"", ""in-context learning theory""]","[""0456cd227edb95e596e3915ebcfd1133bcc8d725"", ""0ea7fc93d4947d9024ccaa202987a2070683bc1f"", ""10bd4160b44803ada6a3d2e366c44b7e2a4ffe90""]","[2021, 2023]",[],0,2550,2567,17,0.0,0.0,0,[],0,3048,3075,27,0.0,0.0,0,[],1,1721,1736,15,0.0005810575246949448,0.0005810575246949448,1,"[""10bd4160b44803ada6a3d2e366c44b7e2a4ffe90""]",0,964,970,6,0.0,0.0,0,[],2,1665,1687,22,0.0012012012012012011,0.0012012012012012011,2,"[""0456cd227edb95e596e3915ebcfd1133bcc8d725"", ""0ea7fc93d4947d9024ccaa202987a2070683bc1f""]",53,12559,0.0042200812166573775,0.04322999169281005,2019,4.181317578981288,-27.776266630622224,0.34504139958486124,2.0672672654305004,0.5,1.0,0.0,1.0,0.019011350633494416,0.019011350633494416,0.0012012012012012011,0.0012012012012012011,True,True,True,True,True,True,True,True,3.5132176128672667,3.5132176128672667,3,2,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
332db5d5b044ea06d6a7b7162f4d5fe4,large language models,large-language-models,reasoning abilities in large language models,reasoning abilities in large language models,problem-space,cluster,10,12,"[""74d46ff5c91c154937a71423504121bb"", ""71a315dfbecbd0f34ebc3f1ad8fb4e1a"", ""64eeb72a0f2466b0fad9517c0a2c37ab"", ""1c034947ce51c87f3da733229fd14eee"", ""c0bedf6cea44d525f7a4e4fd1934ff35"", ""fa547796758553c26da5a120ee85ac84"", ""e9881e9c377b75e141df99aec1383118"", ""3eb89849423b138c58489703e8a26226"", ""935aba0bd74e22b33f4fb2496ef77f3a"", ""45ba54fbe29f84e0b42daf771fe946d7""]","[""human-like reasoning biases in language models"", ""logical reasoning limitations in large language models"", ""mathematical reasoning limitations in large language models"", ""multimodal reasoning limitations of large language models"", ""reasoning abilities in large language models"", ""reasoning biases in large language models"", ""reasoning limitations in large language models"", ""reasoning limitations of large language models"", ""reasoning limitations of smaller distilled language models"", ""single-round reasoning limitations in large language models""]","[""02186caef0f02305f85ceaf188f2ed8773e39217"", ""0455999a91507f77781b3a5a125aec0cf31398a5"", ""0bfc05adcddd4fe5d1335d96cc313c41526d4558"", ""0d836fbd477959b4239676d0e9b521154de68f4b"", ""0e94e7c29497da823162e14750394b14b21bfc95"", ""1909ad17042a0d2af93898d427df0cef9d4483e3"", ""1a44a1c2700256e3fa686e08c2574cdf9faed649"", ""1b6e810ce0afd0dd093f789d2b2742d047e316d5"", ""1bd9466f0bb10d29a16f614943ec7823e13cb210"", ""290732e9fb08a29af8892a7c1f73c9d2a1b9d7db"", ""2c0b112d66d70487971bc96ef8c927464af8c8a8"", ""db4ab91d5675c37795e719e997a2827d3d83cd45""]","[2022, 2023]",[],0,2550,2567,17,0.0,0.0,0,[],0,3048,3075,27,0.0,0.0,0,[],0,1721,1736,15,0.0,0.0,0,[],4,964,970,6,0.004149377593360996,0.004149377593360996,4,"[""0bfc05adcddd4fe5d1335d96cc313c41526d4558"", ""1b6e810ce0afd0dd093f789d2b2742d047e316d5"", ""290732e9fb08a29af8892a7c1f73c9d2a1b9d7db"", ""2c0b112d66d70487971bc96ef8c927464af8c8a8""]",7,1665,1687,22,0.004204204204204204,0.004204204204204204,7,"[""02186caef0f02305f85ceaf188f2ed8773e39217"", ""0455999a91507f77781b3a5a125aec0cf31398a5"", ""0d836fbd477959b4239676d0e9b521154de68f4b"", ""0e94e7c29497da823162e14750394b14b21bfc95"", ""1909ad17042a0d2af93898d427df0cef9d4483e3"", ""1a44a1c2700256e3fa686e08c2574cdf9faed649"", ""1bd9466f0bb10d29a16f614943ec7823e13cb210""]",504,12559,0.04013058364519468,0.013126680128281297,2022,0.01312668012828227,-5.484796933249654,1.0,1.0132132132100289,1.0,1.0,0.0,1.0,0.005772749630529885,0.005772749630529885,0.004204204204204204,0.004204204204204204,True,True,True,True,True,True,True,True,9.545345967035592,9.545345967035592,11,2,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
6fefc546d020ffe799e630d75af29484,large language models,large-language-models,LLM factuality,llm factuality,problem-space,cluster,2,3,"[""fe09ffc469ee737832521a48662ddb3d"", ""095f15a8bffd9ed545481e45cf1da6d4""]","[""LLM factual accuracy"", ""LLM factuality""]","[""03106e3aafdccfa61f35a7c961caafe7b277995f"", ""03fab98a9be74a253688840dba9144737a8ca92d"", ""134899012e340bac20e1f00dd2e0d7554fdd8cd4""]","[2021, 2023]",[],0,2550,2567,17,0.0,0.0,0,[],0,3048,3075,27,0.0,0.0,0,[],1,1721,1736,15,0.0005810575246949448,0.0005810575246949448,1,"[""134899012e340bac20e1f00dd2e0d7554fdd8cd4""]",0,964,970,6,0.0,0.0,0,[],1,1665,1687,22,0.0006006006006006006,0.0006006006006006006,1,"[""03106e3aafdccfa61f35a7c961caafe7b277995f""]",24,12559,0.0019109801735806991,0.0018438231738410699,2019,4.0426881430357975,-27.63763719467673,0.33387914854192524,1.03363363357575,0.5,1.0,0.0,1.0,0.0008108622623188051,0.0008108622623188051,0.0006006006006006006,0.0006006006006006006,True,True,True,True,True,True,True,True,3.1817819890118644,3.1817819890118644,2,2,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
b3ac5a403a4ecee5651ebdbed32170eb,large language models,large-language-models,knowledge-based visual question answering,knowledge-based visual question answering,problem-space,cluster,1,2,"[""305ccc173935f9957c4a8f4312cb5e26""]","[""knowledge-based visual question answering""]","[""00c1ff63468305ea3fa430c2b3aef156d580c4ff"", ""28ad018c39d1578bea84e7cedf94459e3dbe1e70""]","[2019, 2023]",[],1,2550,2567,17,0.000392156862745098,0.000392156862745098,1,"[""28ad018c39d1578bea84e7cedf94459e3dbe1e70""]",0,3048,3075,27,0.0,0.0,0,[],0,1721,1736,15,0.0,0.0,0,[],0,964,970,6,0.0,0.0,0,[],1,1665,1687,22,0.0006006006006006006,0.0006006006006006006,1,"[""00c1ff63468305ea3fa430c2b3aef156d580c4ff""]",43,12559,0.003423839477665419,2.4423132010483106e-09,2019,0.085253646970582,-19.80140577076869,0.00015138721126006782,1.531531530176126,0.25,1.0,0.0,1.0,1.0740615670685874e-09,1.0740615670685874e-09,0.0006006006006006006,0.0006006006006006006,True,True,True,True,True,True,True,True,5.700692730312923,5.700692730312923,2,2,5,True,True,True,True,True,True,True,strict_trajectory,strict,True
