candidate_id,target_topic,target_topic_slug,candidate_topic,candidate_topic_norm,candidate_topic_type,candidate_source,member_count,source_paper_count,member_candidate_ids,member_topics,source_paper_ids,source_years,missing_source_paper_ids,n_2019,N_2019,N_total_2019,N_survey_excluded_2019,f_2019,topic_f_2019,topic_n_2019,source_paper_ids_2019,n_2020,N_2020,N_total_2020,N_survey_excluded_2020,f_2020,topic_f_2020,topic_n_2020,source_paper_ids_2020,n_2021,N_2021,N_total_2021,N_survey_excluded_2021,f_2021,topic_f_2021,topic_n_2021,source_paper_ids_2021,n_2022,N_2022,N_total_2022,N_survey_excluded_2022,f_2022,topic_f_2022,topic_n_2022,source_paper_ids_2022,n_2023,N_2023,N_total_2023,N_survey_excluded_2023,f_2023,topic_f_2023,topic_n_2023,source_paper_ids_2023,ref_n_2024,ref_N_2024,ref_f_2024,problem_raw_score,problem_onset,problem_slope,problem_intercept,problem_r2,problem_growth,problem_positive_share,problem_end_strength,problem_pre_peak,problem_pre_onset_penalty,problem_fit_score,score,early_topic_peak,onset_to_2023_peak,gate2_strict_2024_validation_peak,gate1_strict_score_positive,gate1_score_positive,gate2_2024_validation_peak,gate3_strict_problem_2023_retention,gate3_problem_2023_retention,gate4_strict_pre_onset_not_too_high,gate4_pre_onset_not_too_high,validation_lift_2024_vs_2023,validation_lift_2024_vs_peak,early_support_n,early_active_years,core_min_ref_n,gate1_core_2024_validation,gate2_core_early_evidence,gate3_core_pre_onset_not_too_high,gate1_selected,gate2_selected,gate3_selected,gate_path,gate_mode,passed_all_gates
857370ebbe69b6d6c6679a865ccb2062,explainable AI,explainable-ai,XAI deployment challenges,xai deployment challenges,problem-space,cluster,3,3,"[""20fbc3b13904098815b6f96dd8f15c4a"", ""4704e78330ec28631f98df8e267a033e"", ""61f621dc0521847acb714231a6d94d5c""]","[""XAI capability limitations"", ""XAI deployment challenges"", ""XAI deployment limitations""]","[""07f39f7a376d58b3b1d04841dea4741f5909a72a"", ""22c782a8ad0f03397cba884c4abc4ad3cee884f5"", ""7986823284b93369bd4cf15c477666b247cd20fb""]","[2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],0,2343,2385,42,0.0,0.0,0,[],1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""22c782a8ad0f03397cba884c4abc4ad3cee884f5""]",2,4322,4406,84,0.00046274872744099955,0.00046274872744099955,2,"[""07f39f7a376d58b3b1d04841dea4741f5909a72a"", ""7986823284b93369bd4cf15c477666b247cd20fb""]",24,7235,0.00331720801658604,0.10988520108919012,2022,0.10988520108919166,-7.788211555435074,1.0,1.1161499303075373,1.0,1.0,0.0,1.0,0.07008914407727733,0.07008914407727733,0.00046274872744099955,0.00046274872744099955,True,True,True,True,True,True,True,True,7.168486523842432,7.168486523842432,3,2,5,True,True,True,True,True,True,core_validated,core,True
608023470d1f163da3f920207213e0d0,explainable AI,explainable-ai,XAI explanation quality assessment,xai explanation quality assessment,problem-space,cluster,2,3,"[""71d91c5b7359e08d4f972949b46a0017"", ""8dc379bb36a6f7a1f4a3f870df618cc4""]","[""XAI explanation quality assessment"", ""XAI quality assessment""]","[""45fc0c8ebe439f629baa3a6729f38437611e5e9d"", ""477faf5f84d37a5557582f221deae2272e477b59"", ""d41acb79a6222e4d302ed5a2765a4c8a918aaac2""]","[2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],0,2343,2385,42,0.0,0.0,0,[],1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""d41acb79a6222e4d302ed5a2765a4c8a918aaac2""]",2,4322,4406,84,0.00046274872744099955,0.00046274872744099955,2,"[""45fc0c8ebe439f629baa3a6729f38437611e5e9d"", ""477faf5f84d37a5557582f221deae2272e477b59""]",6,7235,0.00082930200414651,0.10988520108919012,2022,0.10988520108919166,-7.788211555435074,1.0,1.1161499303075373,1.0,1.0,0.0,1.0,0.07008914407727733,0.07008914407727733,0.00046274872744099955,0.00046274872744099955,True,True,True,True,True,True,True,True,1.792121630960608,1.792121630960608,3,2,5,True,True,True,True,True,True,core_validated,core,True
9fc062a747875c93a454856ddf2de13d,explainable AI,explainable-ai,post-hoc explainer disagreement,post-hoc explainer disagreement,problem-space,cluster,3,3,"[""5166cf2561aeab8defff40a73a21c9e5"", ""ec449cbf97b4ac3aa454f38a9001fb3c"", ""2b4682badacefbfcd886c530f509edfe""]","[""disagreement between post-hoc explanations"", ""post-hoc explainer disagreement"", ""post-hoc explanation disagreement""]","[""0343c2da9fb6c0534176c7e32e3f0d8d3dd043b8"", ""20b8ad15dbce756a3f20cf6bb0233386eac4f89d"", ""d1ff17171364c4a0f688ba3cd050e4cb08620cfc""]","[2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],0,2343,2385,42,0.0,0.0,0,[],1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""0343c2da9fb6c0534176c7e32e3f0d8d3dd043b8""]",2,4322,4406,84,0.00046274872744099955,0.00046274872744099955,2,"[""20b8ad15dbce756a3f20cf6bb0233386eac4f89d"", ""d1ff17171364c4a0f688ba3cd050e4cb08620cfc""]",6,7235,0.00082930200414651,0.10988520108919012,2022,0.10988520108919166,-7.788211555435074,1.0,1.1161499303075373,1.0,1.0,0.0,1.0,0.07008914407727733,0.07008914407727733,0.00046274872744099955,0.00046274872744099955,True,True,True,True,True,True,True,True,1.792121630960608,1.792121630960608,3,2,5,True,True,True,True,True,True,core_validated,core,True
f1f8c6b5e91b4bd6cf0eadc4bfa7dcbb,explainable AI,explainable-ai,explanation effectiveness,explanation effectiveness,problem-space,cluster,4,6,"[""deceec2fe227c3299b1a85d9eccdf297"", ""208529ef1bdfe221560e9365767afe20"", ""020f76f6833283f5cb83859297f8fdd5"", ""8e5ea13c40b9911c25b39c5056d59434""]","[""explanation effectiveness"", ""explanation effectiveness across user groups"", ""explanation effectiveness for tabular models"", ""explanation effectiveness in human-robot interaction""]","[""0c942be741e6086e40cc98ddbf079838217c593e"", ""2859de53b8309a1389715f54b50bc84bab9893d3"", ""348a7448a5926e2ace4aadf5a0b6c04c8baff8d0"", ""940a9156aa2e71f56077c45724603ea6b3713538"", ""b0cd1e4a0a5d2d9b5d2e6f44ab961dbf0652c9fa"", ""db9e914fa2aefd580f7e6ef22d9acece2c40508d""]","[2020, 2023]",[],0,815,824,9,0.0,0.0,0,[],1,1402,1433,31,0.0007132667617689016,0.0007132667617689016,1,"[""940a9156aa2e71f56077c45724603ea6b3713538""]",0,2343,2385,42,0.0,0.0,0,[],0,2412,2448,36,0.0,0.0,0,[],5,4322,4406,84,0.0011568718186024988,0.0011568718186024988,5,"[""0c942be741e6086e40cc98ddbf079838217c593e"", ""2859de53b8309a1389715f54b50bc84bab9893d3"", ""348a7448a5926e2ace4aadf5a0b6c04c8baff8d0"", ""b0cd1e4a0a5d2d9b5d2e6f44ab961dbf0652c9fa"", ""db9e914fa2aefd580f7e6ef22d9acece2c40508d""]",13,7235,0.001796821008984105,0.001927332854804984,2019,2.13526049345844,-23.650671794466184,0.08927738977855215,1.6219342888087513,0.5,1.0,0.0,1.0,0.0012293294165758748,0.0012293294165758748,0.0011568718186024988,0.0011568718186024988,True,True,True,True,True,True,True,True,1.5531720801658604,1.5531720801658604,6,2,5,True,True,True,True,True,True,core_validated,core,True
6fc87f6bfdfcc78eea132e32760c0593,explainable AI,explainable-ai,explanation quality,explanation quality,problem-space,cluster,7,36,"[""ea4e9da3411422788da60d76cf6daa06"", ""1bfb6c76f37a90a2a99146349abcaf94"", ""a649960cdadee2bee99df3cbb65c0187"", ""33ea615cb2856a97e6f30279174037d2"", ""3ba867a8658eb35c7c558f42caff6ae1"", ""66df257ee4e9073571930886ab5c5313"", ""17f35c8903b4c159d480534abaa65193""]","[""explanation definition and quality criteria"", ""explanation quality"", ""explanation quality assessment"", ""explanation quality criteria"", ""explanation quality estimation"", ""explanation quality evaluation"", ""explanation quality assessment in explainable AI""]","[""01580cb1af3a7e086b3a969a810eba62237a9ea7"", ""02964863282d3b9a0fe446a2ad7b1a6987e7e088"", ""02e62b148c46e8ce70d4ef070e5f9cbbd08b9c45"", ""059903f86aa0704d24634b6aa735e0b10721a4ee"", ""062b02ebe869dbe04033b7d10ff870f62f0eb994"", ""0dd31aad6b7c012ff51e54bf53a62bf8d3295f78"", ""1790a003bd86c54755a6d9a55f81018484c8574b"", ""2af5f717680ba47ca250126941e20e0ed438d009"", ""2f795ca7b6011c0fcdc2809a04fb01e5c4349a33"", ""2fff5c72fea93420204776adb4e7206c96c396be"", ""306ab5365a8e4111f336aea49a67966c75b454e4"", ""30ceaba12ed7959b3c4bfb1963c23853c3380260"", ""33647aaafb87312f192999efb309047d72a8f833"", ""39c459cef9734eda0982f6784f3525dc6ea6ebd2"", ""4081aeb7ff148cc4678efca4e44a72dece4542e3"", ""498cc16f23413c66b17b4bffc8475a4079cb312c"", ""49d421244f6989953e264f92771257d789e504d7"", ""54810980004b63e1198ee5daae71adb5c5a0e5ca"", ""56760db66eb98d271d8b3b8e3e6af28eab1959ea"", ""568d569d7508a9881e4753464b516b0a83cc1b35"", ""5a1a2a9dab2239270d64a5f09c31633be2c09679"", ""5e116d763bdaf0a1169201d8adf473d1fd7f0f98"", ""62bacd00591cc571d6fd9d9a8804244306a1d546"", ""7caaafd5a3ee033c98e792c7ea5b699d005753d5"", ""8b1a193b053ce036ac4ec8d27b8e50149e6cb174"", ""971ec509d05b95528dd260a84e9fa2070fd167de"", ""9d230f57a25316b9e8ab8ab4c4fab2b795d1a8de"", ""a90a5fbafd7684c74c9c48963a7f7b1a775765d5"", ""ab16c98f06385dd08c2c01475ea4ee4116d46de1"", ""b664a378c26d57be820892b291b43275843b9cfc"", ""be80390dca18a9972815e58c7912a3cece4ab86a"", ""bf4d6ad36ce33b644c820b4f1757606a4eac15b9"", ""c925a1566b977423e7299940caba809c48a2df15"", ""f101a193065b2c2d07c71afe9c9e8d4a835e4802"", ""f6eb6ee5e0f9444b03a51a80e8b10f476afee5ec"", ""fc7cbd871b101ea7258c370617d867b018cdd1ed""]","[2019, 2021, 2022, 2023]",[],2,815,824,9,0.00245398773006135,0.00245398773006135,2,"[""306ab5365a8e4111f336aea49a67966c75b454e4"", ""56760db66eb98d271d8b3b8e3e6af28eab1959ea""]",0,1402,1433,31,0.0,0.0,0,[],12,2343,2385,42,0.005121638924455826,0.005121638924455826,12,"[""01580cb1af3a7e086b3a969a810eba62237a9ea7"", ""02964863282d3b9a0fe446a2ad7b1a6987e7e088"", ""062b02ebe869dbe04033b7d10ff870f62f0eb994"", ""0dd31aad6b7c012ff51e54bf53a62bf8d3295f78"", ""2af5f717680ba47ca250126941e20e0ed438d009"", ""39c459cef9734eda0982f6784f3525dc6ea6ebd2"", ""4081aeb7ff148cc4678efca4e44a72dece4542e3"", ""49d421244f6989953e264f92771257d789e504d7"", ""971ec509d05b95528dd260a84e9fa2070fd167de"", ""9d230f57a25316b9e8ab8ab4c4fab2b795d1a8de"", ""bf4d6ad36ce33b644c820b4f1757606a4eac15b9"", ""fc7cbd871b101ea7258c370617d867b018cdd1ed""]",8,2412,2448,36,0.003316749585406302,0.003316749585406302,8,"[""059903f86aa0704d24634b6aa735e0b10721a4ee"", ""2fff5c72fea93420204776adb4e7206c96c396be"", ""5a1a2a9dab2239270d64a5f09c31633be2c09679"", ""5e116d763bdaf0a1169201d8adf473d1fd7f0f98"", ""7caaafd5a3ee033c98e792c7ea5b699d005753d5"", ""ab16c98f06385dd08c2c01475ea4ee4116d46de1"", ""be80390dca18a9972815e58c7912a3cece4ab86a"", ""c925a1566b977423e7299940caba809c48a2df15""]",14,4322,4406,84,0.003239241092086997,0.003239241092086997,14,"[""02e62b148c46e8ce70d4ef070e5f9cbbd08b9c45"", ""1790a003bd86c54755a6d9a55f81018484c8574b"", ""2f795ca7b6011c0fcdc2809a04fb01e5c4349a33"", ""30ceaba12ed7959b3c4bfb1963c23853c3380260"", ""33647aaafb87312f192999efb309047d72a8f833"", ""498cc16f23413c66b17b4bffc8475a4079cb312c"", ""54810980004b63e1198ee5daae71adb5c5a0e5ca"", ""568d569d7508a9881e4753464b516b0a83cc1b35"", ""62bacd00591cc571d6fd9d9a8804244306a1d546"", ""8b1a193b053ce036ac4ec8d27b8e50149e6cb174"", ""a90a5fbafd7684c74c9c48963a7f7b1a775765d5"", ""b664a378c26d57be820892b291b43275843b9cfc"", ""f101a193065b2c2d07c71afe9c9e8d4a835e4802"", ""f6eb6ee5e0f9444b03a51a80e8b10f476afee5ec""]",74,7235,0.01022805805114029,0.0007532001238414477,2019,2.2477500550323906,-14.566805922011797,0.13099024619364663,1.319990744895055,0.25,0.6324618233017479,0.0,1.0,0.00048042094363641885,0.00048042094363641885,0.005121638924455826,0.005121638924455826,True,True,True,True,False,False,True,True,3.1575476355020236,1.9970283344851416,36,4,5,True,True,True,True,True,True,core_validated,core,True
7c8deef33d4d86a5f1aa4d02a593264c,explainable AI,explainable-ai,local explanation quality assessment,local explanation quality assessment,problem-space,cluster,1,2,"[""dcb71f8571f422c076a000553d1b86f6""]","[""local explanation quality assessment""]","[""1e51cc09d5467c206a10071365e6900fbd659224"", ""98032442f510a38e2d9203291d0aca966a8e955f""]","[2021, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],1,2343,2385,42,0.0004268032437046522,0.0004268032437046522,1,"[""1e51cc09d5467c206a10071365e6900fbd659224""]",0,2412,2448,36,0.0,0.0,0,[],1,4322,4406,84,0.00023137436372049977,0.00023137436372049977,1,"[""98032442f510a38e2d9203291d0aca966a8e955f""]",6,7235,0.00082930200414651,0.0,2019,3.8519095166367427,-27.508563896612532,0.3228519157294779,0.5421101352699669,0.5,0.5421101352699669,0.0,1.0,0.0,0.0,0.0004268032437046522,0.0004268032437046522,True,False,False,True,False,False,True,True,3.584243261921216,1.943054595715273,2,2,5,True,True,True,True,True,True,core_validated,core,True
48aa51eda39ebc9f8bdbb3c45bbd906b,explainable AI,explainable-ai,human oversight of AI systems,human oversight of ai systems,problem-space,cluster,1,2,"[""5532939b0a2465f64549686196faa717""]","[""human oversight of AI systems""]","[""97fc021d664784537b41de8252d9bdde54ba243e"", ""f7774f83d0dca26b0403fc76912af3484eb6c4b7""]","[2019, 2020]",[],1,815,824,9,0.001226993865030675,0.001226993865030675,1,"[""f7774f83d0dca26b0403fc76912af3484eb6c4b7""]",1,1402,1433,31,0.0007132667617689016,0.0007132667617689016,1,"[""97fc021d664784537b41de8252d9bdde54ba243e""]",0,2343,2385,42,0.0,0.0,0,[],0,2412,2448,36,0.0,0.0,0,[],0,4322,4406,84,0.0,0.0,0,[],45,7235,0.006219765031098825,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001226993865030675,0.001226993865030675,True,False,False,True,False,False,True,True,inf,5.069108500345543,2,2,5,True,True,True,True,True,True,core_validated,core,True
92b061b62b07dfb5d9549084fb1b46db,explainable AI,explainable-ai,human understanding of AI systems,human understanding of ai systems,problem-space,cluster,4,7,"[""3f5d0e4a865b9e1195a7e33055e66628"", ""0cf9711a595a2b6b591435b292428490"", ""4d9a803dc01271573156ead547794336"", ""cf40174cf84166f8abb20dae60d92df4""]","[""Human understanding of AI model concepts"", ""human understanding of AI model internals"", ""human understanding of AI models"", ""human understanding of AI systems""]","[""1549531ee74bbff9c293bf580ff58b22541b60e8"", ""27c3f5e3b6801f59639666429ecf99fb4af98346"", ""5267f3927eeaf45ed6c8340f07c34ff986474c84"", ""6a1367e6c098680e1754c281bac7ff5f97642b7a"", ""7157c049b46b7fbe9b86934c150e6334b5049b23"", ""9f4627d288b3bfd6e19410a2e98cee1f099faddd"", ""f7774f83d0dca26b0403fc76912af3484eb6c4b7""]","[2019, 2020, 2021, 2022, 2023]",[],1,815,824,9,0.001226993865030675,0.001226993865030675,1,"[""f7774f83d0dca26b0403fc76912af3484eb6c4b7""]",2,1402,1433,31,0.0014265335235378032,0.0014265335235378032,2,"[""1549531ee74bbff9c293bf580ff58b22541b60e8"", ""5267f3927eeaf45ed6c8340f07c34ff986474c84""]",2,2343,2385,42,0.0008536064874093043,0.0008536064874093043,2,"[""27c3f5e3b6801f59639666429ecf99fb4af98346"", ""6a1367e6c098680e1754c281bac7ff5f97642b7a""]",1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""7157c049b46b7fbe9b86934c150e6334b5049b23""]",1,4322,4406,84,0.00023137436372049977,0.00023137436372049977,1,"[""9f4627d288b3bfd6e19410a2e98cee1f099faddd""]",48,7235,0.00663441603317208,0.0,2019,-0.4572274509739422,-6.381829366795259,0.8873373063483057,0.18857010709352268,0.25,0.16219342955537275,0.0,1.0,0.0,0.0,0.0014265335235378032,0.0014265335235378032,True,False,False,True,False,False,True,True,28.67394609536973,4.650725639253628,7,5,5,True,True,True,True,True,True,core_validated,core,True
4913c3d1f4e457d8448b00112c45269e,explainable AI,explainable-ai,subjective XAI evaluation,subjective xai evaluation,problem-space,cluster,5,5,"[""cb5baec4a6ae6071c87b319bcbb11039"", ""8238c30177f4bcf3d81d850e4dda894c"", ""6fb86a16b403ecc761d7678221e46b86"", ""bd4657804946c618a66cbac78903c5c3"", ""d2ba23cb0acacc10a5ca816d3c7952df""]","[""human-centered XAI evaluation"", ""human-centered XAI methodology"", ""human-centred XAI evaluation"", ""subjective XAI evaluation"", ""user-centered XAI evaluation""]","[""2351b2d5706530c6665a0e92ed1aede7b1f27886"", ""294669896da18d98cc3a78bc5dfd057e403bd119"", ""5b60cfa5ada16c22566e1eea48b166a861391afd"", ""e398d122cde0a3df98ad98362b6bdd39d28ba57b"", ""f956801b8f85c47100daf10a5f2a4f1421426f09""]","[2021, 2022, 2023]",[],0,815,824,9,0.0,0.0,0,[],0,1402,1433,31,0.0,0.0,0,[],1,2343,2385,42,0.0004268032437046522,0.0004268032437046522,1,"[""2351b2d5706530c6665a0e92ed1aede7b1f27886""]",1,2412,2448,36,0.00041459369817578774,0.00041459369817578774,1,"[""f956801b8f85c47100daf10a5f2a4f1421426f09""]",1,4322,4406,84,0.00023137436372049977,0.00023137436372049977,1,"[""294669896da18d98cc3a78bc5dfd057e403bd119""]",12,7235,0.00165860400829302,0.0,2019,5.8361904726860905,-27.508563896612536,0.7341296371526742,0.5421101352699669,0.25,0.5421101352699669,0.0,1.0,0.0,0.0,0.0004268032437046522,0.0004268032437046522,True,False,False,True,False,False,True,True,7.168486523842432,3.886109191430546,3,3,5,True,True,True,True,True,True,core_validated,core,True
b60e84ae1404e500f61a01b43d159ad4,explainable AI,explainable-ai,stakeholder-specific explainability requirements,stakeholder-specific explainability requirements,problem-space,cluster,15,28,"[""a4e674851a3cfebc679c6c83f45592ad"", ""791068b17e07115994897d728accd254"", ""117c1d140329006ac827f7b3a83c1bb1"", ""398ce010c23afc989c18b4e6d444de93"", ""7b0d5c549490937c0b34acd2300b9b54"", ""956582a60b1eef3b5e7c51f603d54e52"", ""8b2da1c75281917436677a2492e042ec"", ""658929186311c9132bca3825bea0a818"", ""39141233b3ae5e20201c7cf89bac3127"", ""fc1c3784d75f797cb2574c03863e8764"", ""535857e2f5a14e9de9aeda9a3f5eb3f4"", ""bcbd2419c8bde0c1c19244993127c5bd"", ""1171820af752dfb3aaff9b1eaac8154f"", ""9c03587fe8ea80f72561445ac7c4e37d"", ""7528c47a4ceb2179b8b6ead8165c1e51""]","[""stakeholder needs in AI explanations"", ""stakeholder-adaptive explanations"", ""stakeholder-centered AI explanations"", ""stakeholder-centered explainability"", ""stakeholder-centered explanation needs"", ""stakeholder-facing AI explainability"", ""stakeholder-specific access to AI explanations"", ""stakeholder-specific AI explanations"", ""stakeholder-specific explainability"", ""stakeholder-specific explainability requirements"", ""stakeholder-specific explainability tasks"", ""stakeholder-specific explanation needs"", ""stakeholder-specific explanation preferences"", ""stakeholder-specific explanation requirements"", ""stakeholder-specific explanations""]","[""0aaa248c9c9c24616f8f2df67aeaef847abce6a6"", ""10d2070b5d79e36989d52e1cdd05bc7b22f90a95"", ""1a49a0748ae286a54b22923a4c8293645744ea72"", ""21dc2ffe9cb842ceda6498300341ba5ebbd1d3ef"", ""2623296df267bd0acc084663418cce81633a9a9a"", ""2ae9a9ec0c6a614d5bc522e64983cded8e6f4fb9"", ""3de49d40bde9066c203cd7a04380483f39a907a5"", ""40f5da06fb73667d854a7f4a96235b204d3d0560"", ""4be887a96de3ff2d483be9cfe7abc557e33ef37f"", ""4de6b2d4ddacb37f4bb178e0cb55f1ff8d4a7f8b"", ""53e47691090201bf18152fcf87a3bfc32d8ff75d"", ""578642db31bdb3fc7d42fc504393f9db9bf2d0a9"", ""585fdfc3baec12faef09721e066072045f8e4c4e"", ""6301935ffb41fb236c818718703f37948110a936"", ""6648728ea8257eec4740f9602d18e75329779201"", ""762a95cdb63554c9a3ec05c28704c88d135d1445"", ""7ace4abb9c54da27c50bd37f39a1f33c28afa678"", ""979e86d98c626d6ba9d56501307a61ff15d64feb"", ""a652d70b7af8f91f21f4eac5bdb32b0939b37255"", ""b86629014d313bb12db9c6f73686ccc7131b0596"", ""c57a28759b6e1ddd7be03fa41e82b01130c8f8b2"", ""ca27fa0e8b237d0a66f46c2c3612d6b4127ccc43"", ""d0f03f46142de0f7b7ac4b6ace57995448c5e446"", ""d49b739cd43c7cb228a7ee7d0b34b0ca6fd75d47"", ""db4e6dc48a239e01c51b8bdd904376b16e29ca67"", ""db563ec5efcbefcb777e6f0d59a7a4bf5cf3bcf8"", ""eea14ca05434bd4ba0922c808d3858ea085cb5f3"", ""f83e4d38d7a689a583d266b589616d69a1b350eb""]","[2019, 2020, 2021, 2022, 2023]",[],3,815,824,9,0.0036809815950920245,0.0036809815950920245,3,"[""40f5da06fb73667d854a7f4a96235b204d3d0560"", ""a652d70b7af8f91f21f4eac5bdb32b0939b37255"", ""c57a28759b6e1ddd7be03fa41e82b01130c8f8b2""]",2,1402,1433,31,0.0014265335235378032,0.0014265335235378032,2,"[""979e86d98c626d6ba9d56501307a61ff15d64feb"", ""d49b739cd43c7cb228a7ee7d0b34b0ca6fd75d47""]",9,2343,2385,42,0.0038412291933418692,0.0038412291933418692,9,"[""10d2070b5d79e36989d52e1cdd05bc7b22f90a95"", ""1a49a0748ae286a54b22923a4c8293645744ea72"", ""3de49d40bde9066c203cd7a04380483f39a907a5"", ""53e47691090201bf18152fcf87a3bfc32d8ff75d"", ""578642db31bdb3fc7d42fc504393f9db9bf2d0a9"", ""6301935ffb41fb236c818718703f37948110a936"", ""6648728ea8257eec4740f9602d18e75329779201"", ""762a95cdb63554c9a3ec05c28704c88d135d1445"", ""db4e6dc48a239e01c51b8bdd904376b16e29ca67""]",5,2412,2448,36,0.0020729684908789387,0.0020729684908789387,5,"[""21dc2ffe9cb842ceda6498300341ba5ebbd1d3ef"", ""2ae9a9ec0c6a614d5bc522e64983cded8e6f4fb9"", ""b86629014d313bb12db9c6f73686ccc7131b0596"", ""ca27fa0e8b237d0a66f46c2c3612d6b4127ccc43"", ""eea14ca05434bd4ba0922c808d3858ea085cb5f3""]",7,4322,4406,84,0.0016196205460434984,0.0016196205460434984,7,"[""2623296df267bd0acc084663418cce81633a9a9a"", ""4be887a96de3ff2d483be9cfe7abc557e33ef37f"", ""4de6b2d4ddacb37f4bb178e0cb55f1ff8d4a7f8b"", ""585fdfc3baec12faef09721e066072045f8e4c4e"", ""7ace4abb9c54da27c50bd37f39a1f33c28afa678"", ""d0f03f46142de0f7b7ac4b6ace57995448c5e446"", ""db563ec5efcbefcb777e6f0d59a7a4bf5cf3bcf8""]",52,7235,0.00718728403593642,0.0,2019,-0.12682408847829965,-5.811028543817517,0.19020088692783077,0.4399969151606179,0.25,0.4216412156372235,0.0,1.0,0.0,0.0,0.0038412291933418692,0.0038412291933418692,True,False,False,True,False,False,True,True,4.437634514759601,1.8710896106887813,26,5,5,True,True,True,True,True,True,core_validated,core,True
