candidate_id,target_topic,target_topic_slug,candidate_topic,candidate_topic_norm,candidate_topic_type,candidate_source,member_count,source_paper_count,member_candidate_ids,member_topics,source_paper_ids,source_years,missing_source_paper_ids,n_2019,N_2019,N_total_2019,N_survey_excluded_2019,f_2019,topic_f_2019,topic_n_2019,source_paper_ids_2019,n_2020,N_2020,N_total_2020,N_survey_excluded_2020,f_2020,topic_f_2020,topic_n_2020,source_paper_ids_2020,n_2021,N_2021,N_total_2021,N_survey_excluded_2021,f_2021,topic_f_2021,topic_n_2021,source_paper_ids_2021,n_2022,N_2022,N_total_2022,N_survey_excluded_2022,f_2022,topic_f_2022,topic_n_2022,source_paper_ids_2022,n_2023,N_2023,N_total_2023,N_survey_excluded_2023,f_2023,topic_f_2023,topic_n_2023,source_paper_ids_2023,ref_n_2024,ref_N_2024,ref_f_2024,problem_raw_score,problem_onset,problem_slope,problem_intercept,problem_r2,problem_growth,problem_positive_share,problem_end_strength,problem_pre_peak,problem_pre_onset_penalty,problem_fit_score,score,early_topic_peak,onset_to_2023_peak,gate2_strict_2024_validation_peak,gate1_strict_score_positive,gate1_score_positive,gate2_2024_validation_peak,gate3_strict_problem_2023_retention,gate3_problem_2023_retention,gate4_strict_pre_onset_not_too_high,gate4_pre_onset_not_too_high,validation_lift_2024_vs_2023,validation_lift_2024_vs_peak,early_support_n,early_active_years,core_min_ref_n,gate1_core_2024_validation,gate2_core_early_evidence,gate3_core_pre_onset_not_too_high,gate1_selected,gate2_selected,gate3_selected,gate_path,gate_mode,passed_all_gates
009b97f429c538663db1a8d62f539b1a,machine unlearning,machine-unlearning,federated unlearning,federated unlearning,problem-space,cluster,3,11,"[""d21ad1bf06e303111699d03d936b2ffd"", ""b6d8b581a967bd5bd128c3e04ba3c488"", ""680f48b64ced14de19b12eb6fdefc231""]","[""asynchronous federated unlearning"", ""federated unlearning"", ""federated unlearning verification""]","[""350dab4ba21dec518f569fafba6792e5b160fefb"", ""394f066cc94184125362e617cb0847d1f3f5625c"", ""3f86977ac330d35957398ad635df3fe15f8a32cb"", ""53fcd3444d81ab5c94b25b971ec08863ee2b4014"", ""70954dd11d1463bc665f803d84b15a4d83805ec0"", ""83b0397fd3774c6d3913f8ecb92715121aadbf2d"", ""a5f39bcd6198b26997b77233ff81a14e6bc8a32d"", ""e2517eb744907d02665636e36cd8b11d5257dc79"", ""efab3b30d6f67f55c68f9dc7c65b2b54b1789030"", ""f18aa0e78dee87e3260958dafdb7424f6954905b"", ""f7aac0d08139f7bd412e2659dd555dfca4aebe97""]","[2021, 2022, 2023]",[],0,145,145,0,0.0,0.0,0,[],0,143,144,1,0.0,0.0,0,[],1,223,225,2,0.004484304932735426,0.004484304932735426,1,"[""53fcd3444d81ab5c94b25b971ec08863ee2b4014""]",3,266,269,3,0.011278195488721804,0.011278195488721804,3,"[""3f86977ac330d35957398ad635df3fe15f8a32cb"", ""83b0397fd3774c6d3913f8ecb92715121aadbf2d"", ""e2517eb744907d02665636e36cd8b11d5257dc79""]",7,361,372,11,0.019390581717451522,0.019390581717451522,7,"[""350dab4ba21dec518f569fafba6792e5b160fefb"", ""394f066cc94184125362e617cb0847d1f3f5625c"", ""70954dd11d1463bc665f803d84b15a4d83805ec0"", ""a5f39bcd6198b26997b77233ff81a14e6bc8a32d"", ""efab3b30d6f67f55c68f9dc7c65b2b54b1789030"", ""f18aa0e78dee87e3260958dafdb7424f6954905b"", ""f7aac0d08139f7bd412e2659dd555dfca4aebe97""]",25,751,0.033288948069241014,1.4004865564276834,2021,0.7321019810055605,-5.343776514501571,0.9779996138340205,4.3240997222504145,1.0,1.0,0.0,1.0,0.9422143805442933,0.9422143805442933,0.019390581717451522,0.019390581717451522,True,True,True,True,True,True,True,True,1.716758607570858,1.716758607570858,11,3,3,True,True,True,True,True,True,core_validated,core,True
b0dac2cbb4883cfdffe0159bab6a917d,machine unlearning,machine-unlearning,graph unlearning,graph unlearning,problem-space,cluster,2,6,"[""a3a394e1e5fdc2a50fb7267ed98b7261"", ""143202c7d23c65d169e5b06776c3ca6c""]","[""graph data unlearning"", ""graph unlearning""]","[""3c40e8354176746226cfaed3603c8bc9db06c854"", ""41a0d80b534defc52fc71c99e0fb70281027afc2"", ""7dde260bf96c86c6178071b3a2186cbde6bb7074"", ""b5f0ef8ed5272f8760a33023bae73e514965612a"", ""c5fff9fb26f004f1f23c2b0ea738e8cb97bbccd6"", ""fbe732b5ba20b1387e7e5ab232afe217530d108c""]","[2021, 2022, 2023]",[],0,145,145,0,0.0,0.0,0,[],0,143,144,1,0.0,0.0,0,[],1,223,225,2,0.004484304932735426,0.004484304932735426,1,"[""41a0d80b534defc52fc71c99e0fb70281027afc2""]",1,266,269,3,0.0037593984962406013,0.0037593984962406013,1,"[""b5f0ef8ed5272f8760a33023bae73e514965612a""]",4,361,372,11,0.0110803324099723,0.0110803324099723,4,"[""3c40e8354176746226cfaed3603c8bc9db06c854"", ""7dde260bf96c86c6178071b3a2186cbde6bb7074"", ""c5fff9fb26f004f1f23c2b0ea738e8cb97bbccd6"", ""fbe732b5ba20b1387e7e5ab232afe217530d108c""]",31,751,0.041278295605858856,0.9061787016954687,2022,1.0809127113929604,-5.583496308515698,1.0,2.947368420534632,1.0,1.0,0.004484304932735426,0.8383458646977029,0.6096556944168826,0.6096556944168826,0.0110803324099723,0.0110803324099723,True,True,True,True,True,True,True,True,3.7253661784287617,3.7253661784287617,6,3,3,True,True,True,True,True,True,core_validated,core,True
32a8c7bc50c00c31ec4b954a1edba90a,machine unlearning,machine-unlearning,privacy leakage in machine unlearning,privacy leakage in machine unlearning,problem-space,cluster,4,6,"[""46287c43c2a0e9d721fe3524bb4292b7"", ""61983b68d453b78eef092ad55d3a1a94"", ""e6f18005eababfd04b1a7ee12c7dd0ca"", ""2ba65526559e17d54c12f10829b00add""]","[""privacy guarantees in machine unlearning"", ""privacy leakage from machine unlearning"", ""privacy leakage in machine unlearning"", ""privacy-preserving machine unlearning""]","[""1ac4b14e62a00523ee484efcdb965c0f0143e3a3"", ""4ebdc89a4dac0d05d8a2567e3b7849be198cb0ba"", ""502bcc31dc76d6796f1cbc0b7514dc0177b09713"", ""6808d6c86594c4423e210f81fa0f84aa5f736ade"", ""90543a4576fd9d11bfa6078795b0ad9d8eaf1f08"", ""da7771f0795903ea74cac06099c6c8d11f909d79""]","[2020, 2022, 2023]",[],0,145,145,0,0.0,0.0,0,[],1,143,144,1,0.006993006993006993,0.006993006993006993,1,"[""4ebdc89a4dac0d05d8a2567e3b7849be198cb0ba""]",0,223,225,2,0.0,0.0,0,[],2,266,269,3,0.007518796992481203,0.007518796992481203,2,"[""1ac4b14e62a00523ee484efcdb965c0f0143e3a3"", ""90543a4576fd9d11bfa6078795b0ad9d8eaf1f08""]",3,361,372,11,0.008310249307479225,0.008310249307479225,3,"[""502bcc31dc76d6796f1cbc0b7514dc0177b09713"", ""6808d6c86594c4423e210f81fa0f84aa5f736ade"", ""da7771f0795903ea74cac06099c6c8d11f909d79""]",39,751,0.05193075898801598,0.10008345854431605,2022,0.10008345854431751,-4.890349128088752,1.0,1.105263157880737,1.0,1.0,0.006993006993006993,1.0,0.06733379443184434,0.06733379443184434,0.008310249307479225,0.008310249307479225,True,True,True,True,True,True,True,True,6.249001331557923,6.249001331557923,6,3,3,True,True,True,True,True,True,core_validated,core,True
97126ad90058dd9fffa2f6e855a93ce7,machine unlearning,machine-unlearning,machine unlearning verification,machine unlearning verification,problem-space,cluster,6,10,"[""ab46efc10bd9558fe5db041c47033bb4"", ""9ba5f2316b7773a0f540251132b1f0a7"", ""0257c3eb1f065a4e0b4b050b8829ef18"", ""df9720720192601ed12b0b503899a979"", ""d1b65758fbb9786690aab94582f576f7"", ""1f069afdfceea6339f85cee59d202cfd""]","[""certifiable machine unlearning"", ""certified machine unlearning"", ""machine unlearning verifiability"", ""machine unlearning verification"", ""verifiable machine unlearning"", ""verification of machine unlearning""]","[""0b7d657748db0f9475d2ba6027795e9cb6e054fd"", ""0f68573a482a2b75b5db5306b8cb61529c866566"", ""18fdba9d039247c780a5ed2f5e108423c36b5e9d"", ""37851e4ad6ddc2ea619fc61a0dbd86991a4107cd"", ""3b42741d5b05cd9801e72c0d20630900b0f8696b"", ""5633039c88bea83f991656f56d8ed1341851ba98"", ""579bd7f67acf892ed7bb47946fd69ef651a3d062"", ""5af82c50c66b6e7791495ba30c34ff11e22e79e5"", ""89ebba3386cceaa7b6fa4fadac98d1e579de6490"", ""cc0296fec3b2525f698df498253dff607f92264c""]","[2020, 2021, 2022, 2023]",[],0,145,145,0,0.0,0.0,0,[],1,143,144,1,0.006993006993006993,0.006993006993006993,1,"[""0f68573a482a2b75b5db5306b8cb61529c866566""]",2,223,225,2,0.008968609865470852,0.008968609865470852,2,"[""3b42741d5b05cd9801e72c0d20630900b0f8696b"", ""cc0296fec3b2525f698df498253dff607f92264c""]",4,266,269,3,0.015037593984962405,0.015037593984962405,4,"[""0b7d657748db0f9475d2ba6027795e9cb6e054fd"", ""37851e4ad6ddc2ea619fc61a0dbd86991a4107cd"", ""579bd7f67acf892ed7bb47946fd69ef651a3d062"", ""89ebba3386cceaa7b6fa4fadac98d1e579de6490""]",3,361,372,11,0.008310249307479225,0.008310249307479225,3,"[""18fdba9d039247c780a5ed2f5e108423c36b5e9d"", ""5633039c88bea83f991656f56d8ed1341851ba98"", ""5af82c50c66b6e7791495ba30c34ff11e22e79e5""]",31,751,0.041278295605858856,0.018672827982093233,2019,4.644715357528982,-18.548502305852736,0.5109314579955369,1.1883656509425928,0.75,0.5526315789771185,0.0,1.0,0.012562639012427114,0.012562639012427114,0.015037593984962405,0.015037593984962405,True,True,True,True,False,False,True,True,4.967154904571682,2.745006657789614,10,4,3,True,True,True,True,True,True,core_validated,core,True
e41f6f2e70ca3c7f410c93945b7ffd01,machine unlearning,machine-unlearning,training data protection from unauthorized model learning,training data protection from unauthorized model learning,problem-space,cluster,3,3,"[""e2f2d576a87ad65f17355cec333edf3b"", ""78056c3292429f6e915bf7229ae79e45"", ""8ca23728954c24238997a9d3b35e6b99""]","[""training data protection against unauthorized model exploitation"", ""training data protection against unauthorized model training"", ""training data protection from unauthorized model learning""]","[""49f5717385b3b12ebac0075f52b3705dad39c2a3"", ""7cd834fa9106b105f560916fbd2e853e6bfeba62"", ""9a1090c590474190df976bf5a91c3e5cc1a30864""]","[2021, 2023]",[],0,145,145,0,0.0,0.0,0,[],0,143,144,1,0.0,0.0,0,[],1,223,225,2,0.004484304932735426,0.004484304932735426,1,"[""9a1090c590474190df976bf5a91c3e5cc1a30864""]",0,266,269,3,0.0,0.0,0,[],2,361,372,11,0.00554016620498615,0.00554016620498615,2,"[""49f5717385b3b12ebac0075f52b3705dad39c2a3"", ""7cd834fa9106b105f560916fbd2e853e6bfeba62""]",20,751,0.02663115845539281,0.011969874177742992,2019,4.4870580676672205,-27.673309314657473,0.3364846018937212,1.2354570636594044,0.5,1.0,0.0,1.0,0.00805304951469387,0.00805304951469387,0.00554016620498615,0.00554016620498615,True,True,True,True,True,True,True,True,4.806924101198402,4.806924101198402,3,2,3,True,True,True,True,True,True,core_validated,core,True
c689c0c65505a505d12d4250fd034d05,machine unlearning,machine-unlearning,computationally efficient machine unlearning,computationally efficient machine unlearning,problem-space,cluster,2,5,"[""4c18774470457e6e7bc903de03c59f67"", ""88750d4c508198f2bec5d895d5940263""]","[""computational efficiency of machine unlearning"", ""computationally efficient machine unlearning""]","[""3c4393454e2ad6545d60f6d92ae486372fea3cdc"", ""49257d123a8c1877af2b279964e055203a0f4550"", ""6063e55be14840dede97a56e4f41062bf094548d"", ""8e58dc63817a2a26e5a2ddad38d8b1d19d1c3795"", ""d9cc97d21dbb5fc70fea0268fe82828442c1a54d""]","[2019, 2023]",[],1,145,145,0,0.006896551724137931,0.006896551724137931,1,"[""8e58dc63817a2a26e5a2ddad38d8b1d19d1c3795""]",0,143,144,1,0.0,0.0,0,[],0,223,225,2,0.0,0.0,0,[],0,266,269,3,0.0,0.0,0,[],4,361,372,11,0.0110803324099723,0.0110803324099723,4,"[""3c4393454e2ad6545d60f6d92ae486372fea3cdc"", ""49257d123a8c1877af2b279964e055203a0f4550"", ""6063e55be14840dede97a56e4f41062bf094548d"", ""d9cc97d21dbb5fc70fea0268fe82828442c1a54d""]",117,751,0.15579227696404793,2.4234558593599156e-09,2019,0.0948300290305663,-18.66413619549792,0.00014298471323392903,1.6066481993580193,0.25,1.0,0.0,1.0,1.6304440416248646e-09,1.6304440416248646e-09,0.0110803324099723,0.0110803324099723,True,True,True,True,True,True,True,True,14.060252996005326,14.060252996005326,5,2,3,True,True,True,True,True,True,core_validated,core,True
51d2cb31898aa760cfaaef1ecca7a1cf,machine unlearning,machine-unlearning,recommender system unlearning,recommender system unlearning,problem-space,cluster,3,3,"[""a00ff1e34d7308647bfe28db95a1ef04"", ""5333c9ff9468aed13a035e31a3007727"", ""37047486656112854c044bff30bde863""]","[""exact machine unlearning in recommendation systems"", ""machine unlearning in recommender systems"", ""recommender system unlearning""]","[""209b94ea8efaa3ad39df66d5267afc070d2dd19c"", ""574008a252ed353ab2afb049965f9b8d1e05e2be"", ""6911ac7d016bf69b64b9441149e0cba042d51b96""]","[2022, 2023]",[],0,145,145,0,0.0,0.0,0,[],0,143,144,1,0.0,0.0,0,[],0,223,225,2,0.0,0.0,0,[],2,266,269,3,0.007518796992481203,0.007518796992481203,2,"[""209b94ea8efaa3ad39df66d5267afc070d2dd19c"", ""6911ac7d016bf69b64b9441149e0cba042d51b96""]",1,361,372,11,0.002770083102493075,0.002770083102493075,1,"[""574008a252ed353ab2afb049965f9b8d1e05e2be""]",17,751,0.022636484687083888,0.0,2019,6.62249583037531,-31.979449747519862,0.738198278945658,0.36842105271557896,0.25,0.36842105271557896,0.0,1.0,0.0,0.0,0.007518796992481203,0.007518796992481203,True,False,False,True,False,False,True,True,8.171770972037283,3.0106524633821574,3,2,3,True,True,True,True,True,True,core_validated,core,True
3242a2af919833a968f6f1bb0dd06deb,machine unlearning,machine-unlearning,over-unlearning,over-unlearning,problem-space,cluster,2,2,"[""03c07e927b567155fa0ee149f2cbaa52"", ""eb7072a0513ff8d2c18f54f8f3522779""]","[""over-unlearning"", ""over-unlearning prevention""]","[""0c1d6eadda5a255337bafb31717c256520ea7970"", ""e717b642d0b03f6f241bcf76728d59625be2e83c""]",[2023],[],0,145,145,0,0.0,0.0,0,[],0,143,144,1,0.0,0.0,0,[],0,223,225,2,0.0,0.0,0,[],0,266,269,3,0.0,0.0,0,[],2,361,372,11,0.00554016620498615,0.00554016620498615,2,"[""0c1d6eadda5a255337bafb31717c256520ea7970"", ""e717b642d0b03f6f241bcf76728d59625be2e83c""]",8,751,0.010652463382157125,0.0,2019,4.48705806766722,-32.118079183595746,0.5,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.00554016620498615,0.00554016620498615,True,False,False,True,True,True,True,True,1.922769640479361,1.922769640479361,2,1,3,True,True,True,True,True,True,core_validated,core,True
2026eb40261922ee5b19119dcbf3af58,machine unlearning,machine-unlearning,undesired behavior unlearning in language models,undesired behavior unlearning in language models,problem-space,cluster,2,2,"[""b5ebe8dd30ea8051ed460fa885d47f63"", ""3f42c393c67ff271e00f9050661e2e66""]","[""undesired behavior unlearning in language models"", ""unlearning undesirable behavior in language models""]","[""023edab4738690444e3924e224c2641017a0d794"", ""c5120b546f1bd99df5bd2e2bf44db5c7c46d1545""]","[2022, 2023]",[],0,145,145,0,0.0,0.0,0,[],0,143,144,1,0.0,0.0,0,[],0,223,225,2,0.0,0.0,0,[],1,266,269,3,0.0037593984962406013,0.0037593984962406013,1,"[""023edab4738690444e3924e224c2641017a0d794""]",1,361,372,11,0.002770083102493075,0.002770083102493075,1,"[""c5120b546f1bd99df5bd2e2bf44db5c7c46d1545""]",15,751,0.019973368841544607,0.0,2019,6.553181112332614,-31.979449747519862,0.7464566327905275,0.736842105333158,0.25,0.736842105333158,0.0,1.0,0.0,0.0,0.0037593984962406013,0.0037593984962406013,True,False,False,True,False,False,True,True,7.210386151797603,5.312916111850866,2,2,3,True,True,True,True,True,True,core_validated,core,True
1c8cc0ee49f1a1272f88ad78fbfb531b,machine unlearning,machine-unlearning,transferability of unlearnable examples,transferability of unlearnable examples,problem-space,cluster,2,2,"[""78ac4afa4d0f8e34e9c9ac0426940464"", ""5474ea9c174d5eec17bd9b09b978fe87""]","[""transferability and robustness of unlearnable examples"", ""transferability of unlearnable examples""]","[""08aa23a075032cc46d5dddfc57e7105708e27e64"", ""d0d7afcb50d92a061d4351e7ed16dce2b26b1e23""]","[2022, 2023]",[],0,145,145,0,0.0,0.0,0,[],0,143,144,1,0.0,0.0,0,[],0,223,225,2,0.0,0.0,0,[],1,266,269,3,0.0037593984962406013,0.0037593984962406013,1,"[""d0d7afcb50d92a061d4351e7ed16dce2b26b1e23""]",1,361,372,11,0.002770083102493075,0.002770083102493075,1,"[""08aa23a075032cc46d5dddfc57e7105708e27e64""]",8,751,0.010652463382157125,0.0,2019,6.553181112332614,-31.979449747519862,0.7464566327905275,0.736842105333158,0.25,0.736842105333158,0.0,1.0,0.0,0.0,0.0037593984962406013,0.0037593984962406013,True,False,False,True,False,False,True,True,3.845539280958722,2.8335552596537954,2,2,3,True,True,True,True,True,True,core_validated,core,True
